code,title,first_author,first_author_org,all_authors,session,type,date,time,place,categories,has_fulltext,url
IP46-01,IP46-01: Evolving Trends in Medicare Part B Stone Management: A Decade of Change in Surgical Utilization (2014–2024),Ram Polavarapu,,Ram Polavarapu,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4Njk3MQ==
IP46-02,IP46-02: Nationwide transition from percutaneous nephrolithotomy to endoscopic combined intrarenal surgery in Japan: a multicenter survey of trends and complications,Shuzo Hamamoto,Nagoya City University,Shuzo Hamamoto,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4Njk3Mw==
IP46-03,IP46-03: Predictive Modeling of ESWL Outcomes in Pediatric Urolithiasis Using Dogan and Onal Scores: A 15-Year Analysis of 326 Cases,Peng Zhou,,Peng Zhou,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4Njk3Ng==
IP46-04,IP46-04: Hyperparathyroidism and the risk of surgical stone intervention: A propensity-matched analysis of federated global network,MacKinnly Knoerzer,,MacKinnly Knoerzer,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4Njk3NQ==
IP46-05,IP46-05: One decade since the advent of the single-use flexible ureteroscope: what can we learn from device malfunction reporting patterns?,Kyra Gassmann,,Kyra Gassmann,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4Njk2NQ==
IP46-06,IP46-06: Patient Quality of Life and Caregiver Strain after Ureteroscopy for Stone Disease,Justin Ziemba,University of Pennsylvania Perelman School of Medicine,Justin Ziemba,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4Njk4MA==
IP46-07,IP46-07: Kidney stone endotoxin concentration and post-operative sepsis following percutaneous nephrolithotomy,David Tzou,University of Arizona,David Tzou,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4ODM4Nw==
IP46-08,"IP46-08: Urolithiasis in Pediatric Neurogenic Bladder Patients: Laser Lithotripsy Outcomes Relative to Metabolic, Anatomic, and Normal Comparators",Abby Varghese,Sick Kids - Toronto Canada,Abby Varghese,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4Njk3OA==
IP46-09,IP46-09: OPTIMIZING PARAMETERS IN FLEXIBLE URETEROSCOPY WITH FLEXIBLE AND NAVIGABLE SUCTION SHEATH: AN IN VITRO STUDY.,Cristian Axel Hernandez Gaytan,Instituto Nacional de Ciencias Medicas y Nutricion,Cristian Axel Hernandez Gaytan,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4Njk4Mg==
IP46-11,IP46-11: CVAC 2.0: Initial Experience and Outcomes,Ashley Gonzalez,UT Southwestern,Ashley Gonzalez,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4ODM4OA==
IP46-12,IP46-12: Thermal Performance and Cooling Efficiency of Continuous Thulium Fiber Laser Lithotripsy Using the Calyxo® CVAC Suction–Irrigation System,Seth Teplitsky,Duke University,Seth Teplitsky,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4Njk4Nw==
IP46-13,IP46-13: New Possibilities For Temperature Control During Laser Lithotripsy: In Vitro Assessment Of A Thermochromic Fiber For Thulium Fiber Laser,Alexey Martov,Urology Center of the Central Clinical Hospital of Civil Aviation,Alexey Martov,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4Njk4OQ==
IP46-14,IP46-14: A prospective cohort study assessing patient-reported outcomes of ureteroscopy under sedation compared to general and spinal anesthesia for the surgical management of nephrolithiasis,Kunal Jain,University of Manitoba,Kunal Jain,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4Njk5Mw==
IP46-15,IP46-15: AI Laser-Integrated Vision System for Lithotripsy: Real-time Stone Composition Detection,Alexey Martov,Urology Center of the Central Clinical Hospital of Civil Aviation,Alexey Martov,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4Njk5Mg==
IP46-16,IP46-16: Do stent durometer and diameter affect patient outcomes in long-term stented patients?,Connor Forbes,Urologic Sciences,Connor Forbes,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4Njk5Nw==
IP46-17,IP46-17: Efficacy of intrarenal pressure monitoring in retrograde intrarenal surgery for high-infectious risk populations,Shuzo Hamamoto,Nagoya City University,Shuzo Hamamoto,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4Njk5OQ==
IP46-18,"IP46-18: A multimodal approach in flexible ureteroscopy: integrating real-time pressure monitoring, suction access and laser in-sheath lithotripsy",Arkadiusz Miernik,University Medical Center Freiburg,Arkadiusz Miernik,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4ODM4OQ==
IP46-19,IP46-19: Does Laser Pulse Modulation During Ureteroscopy Affect Surgical Outcomes: A Randomized Controlled Trial,Jenny Guo,Northwestern University,Jenny Guo,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAwMA==
IP46-20,IP46-20: Downstream Costs of Ureteral Access Sheaths: A Decision Analysis,Jonathan Song,Boston University,Jonathan Song,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAwMg==
IP46-21,IP46-21: Comparative evaluation between mini-percutaneous nephrolithotomy using Ho:YAG Laser with vacuum-assisted access sheath and ShockPulse-SE,Remus Cartas,,Remus Cartas,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4Njk5NA==
IP46-22,IP46-22: Tract Location Predicts Angiographic Outcomes in Severe Post-Percutaneous Nephrolithotomy Hemorrhage: A Multicenter Cohort Study,Xianghu Meng,Nanjing Medical University,Xianghu Meng,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAwNw==
IP46-23,IP46-23: Ambulatory Percutaneous Nephrolithotomy: A 10-year Analysis of Over 2500 Cases,Johanna Cecelic,University of Maryland Medical System,Johanna Cecelic,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAwNQ==
IP46-24,IP46-24: COMPARATIVE ANALYSIS OF A NOVEL AIR-BUBBLE GUIDED PERCUTANEOUS ACCESS TECHNIQUE AGAINST TRADITIONAL FLUOROSCOPIC TECHNIQUES,Ian Ong,,Ian Ong,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAxMQ==
IP46-25,IP46-25: Personalizing BPH Management: Bladder Stone Removal Alone vs. with Concomitant Laser Enucleation—A Multicenter Perspective with Patient Reported Outcomes and Decisional Regret Analysis,Ziv Savin,Icahn School of Medicine at Mount sinai,Ziv Savin,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAwOQ==
IP46-26,IP46-26: Randomized Controlled Trial Comparing 5 Fr Open-End and Occlusion Balloon Catheters for the Prevention of Ureteral Stone Migration during Percutaneous Nephrolithotomy,Ziv Savin,Icahn School of Medicine at Mount sinai,Ziv Savin,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAxMg==
IP46-27,IP46-27: Perioperative Complications of Percutaneous Nephrolithotomy and Combined Percutaneous Nephrolithotomy with Uni- and Bilateral Ureterorenoscopic Stone Therapy: Results of the GRAND Study,Nikolaos Pyrgidis,Ludwig-Maximilian University of Munich,Nikolaos Pyrgidis,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAxMw==
IP46-28,IP46-28: Endoscopic Combined Intrarenal Surgery versus Percutaneous Nephrolithotomy: A Systematic Review and Meta-analysis of Perioperative Outcomes,Alejandro Calvillo-Ramirez,,Alejandro Calvillo-Ramirez,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAxNQ==
IP46-29,IP46-29: Flexible Ureteroscopy for Proximal Ureteral Stones: A Comparative Study of Dusting vs. Fragmentation,Alberto Saldivar Luna,Hospital Regional de Alta Especialidad de Ixtapaluca (UNAM),Alberto Saldivar Luna,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAwNg==
IP46-30,IP46-30: Real-time Tract Length During Supine Percutaneous Nephrolithotomy is Shorter than on Preoperative Imaging: Implications for Surgical Planning,Ziv Savin,Icahn School of Medicine at Mount sinai,Ziv Savin,IP46: Stone Disease: Surgical Therapy (including ESWL) III,Abstract,2026-05-16,15:30,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAxNw==
IP47-01,IP47-01: Investigation of carcinogenic effects of polystyrene microplastic on human bladder cancer cells,Sahab Ram,,Sahab Ram,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAxOQ==
IP47-02,IP47-02: Impact of arsenic exposure on somatic mutations in bladder cancer: A comparative genomic study between exposed and non-exposed cohorts in Chile,Mario Fernandez,Clínica Alemana Universidad del Desarrollo,Mario Fernandez,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAyMw==
IP47-03,IP47-03: A universal molecular map of bladder cancer: from cell lines in vitro to tumors and back using co-regulatory networks,Gautier Marcq,,Gautier Marcq,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAyMQ==
IP47-04,IP47-04: Spatial transcriptomics identifies Galectin-7 as a diagnostic marker of squamous differentiation in urothelial carcinoma,Shunsuke Haga,,Shunsuke Haga,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAyNA==
IP47-05,IP47-05: A Stromal Transcriptomic Signature is Prognostic in High-Risk Non-Muscle Invasive Bladder Cancer treated with Intravesical Bacillus Calmette-Guerin,Joep De Jong,Erasmus MC,Joep De Jong,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAyNQ==
IP47-06,IP47-06: Non-luminal molecular subtypes demonstrate highest complete response rates after neoadjuvant chemo-immune therapy for Muscle-invasive Bladder Cancer: Biomarker Analyses of NURE-combo & BLASST-01 phase 2 clinical trials,Joep De Jong,Erasmus MC,Joep De Jong,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAyNw==
IP47-07,IP47-07: Non-Luminal Subtype is Associated with Worse Overall Survival in High-Risk Non-Muscle Invasive Bladder Cancer Patients - Biomarker Results from The Bladder Cancer Prognosis Programme,Joep De Jong,Erasmus MC,Joep De Jong,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAxNg==
IP47-08,IP47-08: Predicting Recurrence of Non-muscle Invasive Bladder Cancer with Single Cell Resolution Spatial Proteomic Analysis,Andrew Zhang,"Harvard Medical School, Department of Urology, Brigham and Women’s Hospital, Boston, MA",Andrew Zhang,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAyOQ==
IP47-09,"IP47-09: Clinical validation of BlaDimiR and BlaDimiRplus: Robust urine-based miRNA assays for non-invasive diagnosis, surveillance, and BCG response prediction in bladder cancer",Marta Dueñas,,Marta Dueñas,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAzMg==
IP47-10,IP47-10: A Precision-Based Treatment Approach For Advanced Bladder Cancer,Bintaben Patel,,Bintaben Patel,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4ODM5MA==
IP47-11,IP47-11: Leveraging patient derived organoids to model urothelial carcinoma with aberrant histology,Ao Zhang,Cleveland Clinic,Ao Zhang,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAzMw==
IP47-12,IP47-12: Diagnostic Potential of Urine Cell-free DNA in Urothelial Carcinoma,Ji Eun Heo,Yonsei University College of Medicine,Ji Eun Heo,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4ODM5Mg==
IP47-13,IP47-13: UCIPredict: Liquid biopsy-based prediction of immunotherapy response in urothelial carcinoma — interim multicenter results,Marta Dueñas,,Marta Dueñas,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAzNg==
IP47-14,"IP47-14: Integrated Analysis of Plasma Lipidomics, Thrombin Generation, and NETosis Markers in Bladder Cancer",Pau Martinez Rodriguez,Hospital of Manises,Pau Martinez Rodriguez,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzAzOA==
IP47-15,IP47-15: Development of targeted anti-Nectin-4 fluorescence imaging to enhance bladder cancer detection.,Vincent D'Andrea,Memorial Sloan Kettering Cancer Center,Vincent D'Andrea,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzA0MA==
IP47-16,IP47-16: Bacillus Calmette-Guérin Immunotherapy-Induced Extracellular Vesicles Promote Antitumor Immunity in Bladder Cancer,Ryan Molony,University of Rochester,Ryan Molony,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzA0Mg==
IP47-17,IP47-17: MET signaling drives acquired resistance to erdafitinib in FGFR1 amplified muscle-invasive bladder cancer,Syunta Makabe,"Department of Urology, Fukushima Medical University",Syunta Makabe,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4ODM5Mw==
IP47-18,IP47-18: Targeting lactate production or key lactylated proteins sensitizes bladder cancer to cisplatin therapy,jinqin qian,,jinqin qian,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzA0OQ==
IP47-19,IP47-19: Androgen Receptor and Estrogen Receptor-ß Reduce the Expression of Nectin-4 and the Efficacy of Enfortumab Vedotin in Bladder Cancer Cells,Gaku Yamamichi,University of Rochester,Gaku Yamamichi,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4ODM5MQ==
IP47-20,IP47-20: Therapeutic MMAE Triggers Nectin-4/PD-L1–Positive Exosome Release: Implications for an Adaptive Resistance Pathway to Enfortumab-Vedotin plus Pembrolizumab Therapy,Emma Ushchak,University of Rochester Medical Center,Emma Ushchak,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzA0OA==
IP47-21,IP47-21: Pharmacologic Blockade of Lymphocyte Trafficking with FTY720 Disrupts CD8+ T Cell and cDC1 Activation Required for PD-1 Efficacy in Bladder Cancer,Juan Angulo-Lozano,Weill Cornell Medicine/The Rockefeller University,Juan Angulo-Lozano,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzA1MQ==
IP47-22,IP47-22: TLR-mediated metabolic reprogramming in the tumor microenvironment as potential promising strategy for cancer immunotherapy,peng huang,Okayama University,peng huang,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzA1Mw==
IP47-23,IP47-23: PLZ4- and pH-responsive nanoparticles co-delivering MMAE and STING agonist (MSA-2) enhance immunogenic cell deathand remodel the tumor immune microenvironment in bladder cancer,CHIN HUI LAI,Peking University People’s hospital,CHIN HUI LAI,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzA0NA==
IP47-24,IP47-24: Investigation of the Molecular Mechanisms of CCN4 in Regulating Immune Evasion in Bladder Cancer and Its Potential as a Therapeutic Target,Yen-You Lin,,Yen-You Lin,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4ODM5NA==
IP47-25,IP47-25: FomA-Positive Outer Membrane Vesicles from Fusobacterium nucleatum Drive IL-6–Dependent M2b Polarization and Lymphatic Spread in Bladder Cancer,Bisheng Cheng,"Department of Urology at Nanfang Hospital, Southern Medical University",Bisheng Cheng,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzA1Nw==
IP47-26,IP47-26: Double knockdown of RAD51 and RAD54 enhanced the radio-sensitivity in bladder cancer,Hiroki Ide,Keio University School of Medicine,Hiroki Ide,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzA2Mg==
IP47-27,IP47-27: Artificial Intelligence Quantifies Nuclear Features That Distinguish Persistent from Resolved Urothelial Carcinoma on Urine Cytology,YU CHIH LAI,Taichung Veterans General Hospital,YU CHIH LAI,IP47: Bladder Cancer: Basic Research & Pathophysiology I,Abstract,2026-05-16,15:30,147A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzA2Mw==
IP48-01,IP48-01: LONG-TERM SAFETY AND EFFICACY OF CHRONIC NITROFURANTOIN PROPHYLAXIS IN POST-MENOPAUSAL WOMEN WITH RECURRENT URINARY TRACT INFECTIONS,Star Okolie,,Star Okolie,IP48: Infections/Inflammation/Cystic Disease of the Genitourinary Tract: Kidney & Bladder II,Abstract,2026-05-16,15:30,147B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzA2MA==
IP48-02,IP48-02: Drugs associated the most with Retroperitoneal Fibrosis: assessment of the 1969-2025 Food and Drug Administration (FDA) pharmacovigilance database,Sara Baldini,"ASST Sette Laghi - Circolo & Fondazione Macchi Hospital, Varese (Italy)",Sara Baldini,IP48: Infections/Inflammation/Cystic Disease of the Genitourinary Tract: Kidney & Bladder II,Abstract,2026-05-16,15:30,147B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzA2NA==
IP48-03,IP48-03: INTRAVESICAL AMINOGLYCOSIDES FOR THE TREATMENT OF ACUTE BACTERIAL URINARY TRACT INFECTIONS,Jason Michaud,University of Nebraska Medical Center,Jason Michaud,IP48: Infections/Inflammation/Cystic Disease of the Genitourinary Tract: Kidney & Bladder II,Abstract,2026-05-16,15:30,147B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzA2Ng==
IP48-04,IP48-04: Comparison of SIRS criteria and qSOFA score for predicting severe acute kidney injury development and mortality in febrile urinary tract infection,Naoki Fujita,Hirosaki University Graduate School of Medicine,Naoki Fujita,IP48: Infections/Inflammation/Cystic Disease of the Genitourinary Tract: Kidney & Bladder II,Abstract,2026-05-16,15:30,147B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzA1NA==
IP48-05,IP48-05: Extended-Spectrum Beta-Lactamase-Producing E. coli in Pyelonephritis: Tripling Hospital Stay—The Clinical and Systemic Cost of Antimicrobial Resistance,Alberto Saldivar Luna,Hospital Regional de Alta Especialidad de Ixtapaluca (UNAM),Alberto Saldivar Luna,IP48: Infections/Inflammation/Cystic Disease of the Genitourinary Tract: Kidney & Bladder II,Abstract,2026-05-16,15:30,147B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzA2Nw==
IP48-06,IP48-06: Variability in Pre- and Post-operative Antibiotic Prescription Rates and Impact on Infection Outcomes After Ureteroscopy,Michael Uy,University of Michigan,Michael Uy,IP48: Infections/Inflammation/Cystic Disease of the Genitourinary Tract: Kidney & Bladder II,Abstract,2026-05-16,15:30,147B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzA3MA==
IP48-07,IP48-07: Adjuvant Immunomodulation for the Prevention of Recurrent Urinary Tract Infections. (AIPIRUTI Pilot Study),Hegel Trujillo-Santamaría,UROSAN,Hegel Trujillo-Santamaría,IP48: Infections/Inflammation/Cystic Disease of the Genitourinary Tract: Kidney & Bladder II,Abstract,2026-05-16,15:30,147B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4ODM5NQ==
IP48-08,IP48-08: An outbreak of multi-drug resistant Pseudomonas aeruginosa infections following flexible ureteroscopic stone removal,Sin Woo Lee,,Sin Woo Lee,IP48: Infections/Inflammation/Cystic Disease of the Genitourinary Tract: Kidney & Bladder II,Abstract,2026-05-16,15:30,147B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzA3NQ==
IP48-09,IP48-09: From Routine to Restricted: Impact of the FDA Black Box Warning on Fluoroquinolones on the Treatment of Simple Cystitis in Women,Aidan Kennedy,Corewell Health William Beaumont University Hospital,Aidan Kennedy,IP48: Infections/Inflammation/Cystic Disease of the Genitourinary Tract: Kidney & Bladder II,Abstract,2026-05-16,15:30,147B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4ODM5Ng==
IP48-10,IP48-10: Fluoroquinolone Prescribing Patterns for Uncomplicated UTI: Insights from Three Large Health Systems.,Aidan Kennedy,Corewell Health William Beaumont University Hospital,Aidan Kennedy,IP48: Infections/Inflammation/Cystic Disease of the Genitourinary Tract: Kidney & Bladder II,Abstract,2026-05-16,15:30,147B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NzA3NA==
